Project Number,Date,Day Number,Cost Per Day,Revenue Per Day,Cumulative Cost,Cumulative Revenue
106,2024-04-13,101,0,0,227050.5563,253138.0179
106,2024-04-14,102,0,0,227050.5563,253138.0179
106,2024-04-15,103,2156.500078,2467.226174,229207.0564,255605.2441
106,2024-04-16,104,2156.500078,2467.226174,231363.5565,258072.4702
106,2024-04-17,105,2156.500078,2467.226174,233520.0566,260539.6964
106,2024-04-18,106,2156.500078,2467.226174,235676.5567,263006.9226
106,2024-04-19,107,2156.500078,2467.226174,237833.0567,265474.1488
106,2024-04-20,108,0,0,237833.0567,265474.1488
106,2024-04-21,109,0,0,237833.0567,265474.1488
106,2024-04-22,110,2156.500078,2467.226174,239989.5568,267941.3749
106,2024-04-23,111,2156.500078,2467.226174,242146.0569,270408.6011
106,2024-04-24,112,2156.500078,2467.226174,244302.557,272875.8273
106,2024-04-25,113,2156.500078,2467.226174,246459.057,275343.0535
106,2024-04-26,114,2156.500078,2467.226174,248615.5571,277810.2796
106,2024-04-27,115,0,0,248615.5571,277810.2796
106,2024-04-28,116,0,0,248615.5571,277810.2796
106,2024-04-29,117,2156.500078,2467.226174,250772.0572,280277.5058
106,2024-04-30,118,2156.500078,2467.226174,252928.5573,282744.732
106,2024-05-01,119,2156.500078,2467.226174,255085.0574,285211.9582
106,2024-05-02,120,2156.500078,2467.226174,257241.5574,287679.1843
106,2024-05-03,121,2156.500078,2467.226174,259398.0575,290146.4105
106,2024-05-04,122,0,0,259398.0575,290146.4105
106,2024-05-05,123,0,0,259398.0575,290146.4105
106,2024-05-06,124,2156.500078,2467.226174,261554.5576,292613.6367
106,2024-05-07,125,2156.500078,2467.226174,263711.0577,295080.8629
106,2024-05-08,126,2156.500078,2467.226174,265867.5577,297548.089
106,2024-05-09,127,2156.500078,2467.226174,268024.0578,300015.3152
106,2024-05-10,128,2156.500078,2467.226174,270180.5579,302482.5414
106,2024-05-11,129,0,0,270180.5579,302482.5414
106,2024-05-12,130,0,0,270180.5579,302482.5414
106,2024-05-13,131,2156.500078,2467.226174,272337.058,304949.7675
106,2024-05-14,132,2156.500078,2467.226174,274493.5581,307416.9937
106,2024-05-15,133,5876.638009,6968.593071,280370.1961,314385.5868
106,2024-05-16,134,5876.638009,6968.593071,286246.8341,321354.1799
106,2024-05-17,135,5876.638009,6968.593071,292123.4721,328322.7729
106,2024-05-18,136,0,0,292123.4721,328322.7729
106,2024-05-19,137,0,0,292123.4721,328322.7729
106,2024-05-20,138,5876.638009,6968.593071,298000.1101,335291.366
106,2024-05-21,139,5876.638009,6968.593071,303876.7481,342259.9591
106,2024-05-22,140,5876.638009,6968.593071,309753.3861,349228.5521
106,2024-05-23,141,5876.638009,6968.593071,315630.0241,356197.1452
106,2024-05-24,142,5876.638009,6968.593071,321506.6621,363165.7383
106,2024-05-25,143,0,0,321506.6621,363165.7383
106,2024-05-26,144,0,0,321506.6621,363165.7383
106,2024-05-27,145,9558.638009,11644.73307,331065.3001,374810.4714
106,2024-05-28,146,9558.638009,11644.73307,340623.9382,386455.2044
106,2024-05-29,147,9558.638009,11644.73307,350182.5762,398099.9375
106,2024-05-30,148,9558.638009,11644.73307,359741.2142,409744.6706
106,2024-05-31,149,9558.638009,11644.73307,369299.8522,421389.4036
106,2024-06-01,150,0,0,369299.8522,421389.4036
106,2024-06-02,151,0,0,369299.8522,421389.4036
106,2024-06-03,152,9558.638009,11644.73307,378858.4902,433034.1367
106,2024-06-04,153,9558.638009,11644.73307,388417.1282,444678.8698
106,2024-06-05,154,7827.101777,9653.466404,396244.23,454332.3362
106,2024-06-06,155,7827.101777,9653.466404,404071.3318,463985.8026
106,2024-06-07,156,7827.101777,9653.466404,411898.4335,473639.269
106,2024-06-08,157,0,0,411898.4335,473639.269
106,2024-06-09,158,0,0,411898.4335,473639.269
106,2024-06-10,159,7827.101777,9653.466404,419725.5353,483292.7354
106,2024-06-11,160,7827.101777,9653.466404,427552.6371,492946.2018
106,2024-06-12,161,7827.101777,9653.466404,435379.7389,502599.6682
106,2024-06-13,162,7827.101777,9653.466404,443206.8406,512253.1346
106,2024-06-14,163,7827.101777,9653.466404,451033.9424,521906.601
106,2024-06-15,164,0,0,451033.9424,521906.601
106,2024-06-16,165,0,0,451033.9424,521906.601
106,2024-06-17,166,7827.101777,9653.466404,458861.0442,531560.0674
106,2024-06-18,167,7827.101777,9653.466404,466688.146,541213.5338
106,2024-06-19,168,7827.101777,9653.466404,474515.2477,550867.0002
106,2024-06-20,169,7827.101777,9653.466404,482342.3495,560520.4666
106,2024-06-21,170,7827.101777,9653.466404,490169.4513,570173.933
106,2024-06-22,171,0,0,490169.4513,570173.933
106,2024-06-23,172,0,0,490169.4513,570173.933
106,2024-06-24,173,7827.101777,9653.466404,497996.5531,579827.3994
106,2024-06-25,174,4106.963846,5152.099508,502103.5169,584979.499
106,2024-06-26,175,4106.963846,5152.099508,506210.4808,590131.5985
106,2024-06-27,176,4106.963846,5152.099508,510317.4446,595283.698
106,2024-06-28,177,4106.963846,5152.099508,514424.4085,600435.7975
106,2024-06-29,178,0,0,514424.4085,600435.7975
106,2024-06-30,179,0,0,514424.4085,600435.7975
106,2024-07-01,180,4106.963846,5152.099508,518531.3723,605587.897
106,2024-07-02,181,4106.963846,5152.099508,522638.3362,610739.9965
106,2024-07-03,182,4106.963846,5152.099508,526745.3,615892.096
106,2024-07-04,183,4106.963846,5152.099508,530852.2638,621044.1955
106,2024-07-05,184,4106.963846,5152.099508,534959.2277,626196.295
106,2024-07-06,185,0,0,534959.2277,626196.295
106,2024-07-07,186,0,0,534959.2277,626196.295
106,2024-07-08,187,4106.963846,5152.099508,539066.1915,631348.3945
106,2024-07-09,188,4106.963846,5152.099508,543173.1554,636500.494
106,2024-07-10,189,4106.963846,5152.099508,547280.1192,641652.5935
106,2024-07-11,190,4106.963846,5152.099508,551387.0831,646804.693
106,2024-07-12,191,4106.963846,5152.099508,555494.0469,651956.7926
106,2024-07-13,192,0,0,555494.0469,651956.7926
106,2024-07-14,193,0,0,555494.0469,651956.7926
106,2024-07-15,194,4106.963846,5152.099508,559601.0108,657108.8921
106,2024-07-16,195,4106.963846,5152.099508,563707.9746,662260.9916
106,2024-07-17,196,4106.963846,5152.099508,567814.9385,667413.0911
106,2024-07-18,197,4106.963846,5152.099508,571921.9023,672565.1906
106,2024-07-19,198,4106.963846,5152.099508,576028.8662,677717.2901
106,2024-07-20,199,0,0,576028.8662,677717.2901
106,2024-07-21,200,0,0,576028.8662,677717.2901
106,2024-07-22,201,4106.963846,5152.099508,580135.83,682869.3896
106,2024-07-23,202,4106.963846,5152.099508,584242.7938,688021.4891
106,2024-07-24,203,4106.963846,5152.099508,588349.7577,693173.5886
106,2024-07-25,204,4106.963846,5152.099508,592456.7215,698325.6881
106,2024-07-26,205,4106.963846,5152.099508,596563.6854,703477.7876
106,2024-07-27,206,0,0,596563.6854,703477.7876
106,2024-07-28,207,0,0,596563.6854,703477.7876
106,2024-07-29,208,4106.963846,5152.099508,600670.6492,708629.8871
106,2024-07-30,209,4106.963846,5152.099508,604777.6131,713781.9866
106,2024-07-31,210,4106.963846,5152.099508,608884.5769,718934.0862
106,2024-08-01,211,4106.963846,5152.099508,612991.5408,724086.1857
106,2024-08-02,212,4106.963846,5152.099508,617098.5046,729238.2852
106,2024-08-03,213,0,0,617098.5046,729238.2852
106,2024-08-04,214,0,0,617098.5046,729238.2852
106,2024-08-05,215,4106.963846,5152.099508,621205.4685,734390.3847
106,2024-08-06,216,4106.963846,5152.099508,625312.4323,739542.4842
106,2024-08-07,217,4106.963846,5152.099508,629419.3962,744694.5837
106,2024-08-08,218,4106.963846,5152.099508,633526.36,749846.6832
106,2024-08-09,219,4106.963846,5152.099508,637633.3238,754998.7827
106,2024-08-10,220,0,0,637633.3238,754998.7827
106,2024-08-11,221,0,0,637633.3238,754998.7827
106,2024-08-12,222,4106.963846,5152.099508,641740.2877,760150.8822
106,2024-08-13,223,4106.963846,5152.099508,645847.2515,765302.9817
106,2024-08-14,224,4106.963846,5152.099508,649954.2154,770455.0812
106,2024-08-15,225,4106.963846,5152.099508,654061.1792,775607.1807
106,2024-08-16,226,4106.963846,5152.099508,658168.1431,780759.2802
106,2024-08-17,227,0,0,658168.1431,780759.2802
106,2024-08-18,228,0,0,658168.1431,780759.2802
106,2024-08-19,229,4106.963846,5152.099508,662275.1069,785911.3798
106,2024-08-20,230,4106.963846,5152.099508,666382.0708,791063.4793
106,2024-08-21,231,4106.963846,5152.099508,670489.0346,796215.5788
106,2024-08-22,232,4106.963846,5152.099508,674595.9985,801367.6783
106,2024-08-23,233,4106.963846,5152.099508,678702.9623,806519.7778
106,2024-08-24,234,0,0,678702.9623,806519.7778
106,2024-08-25,235,0,0,678702.9623,806519.7778
106,2024-08-26,236,4106.963846,5152.099508,682809.9262,811671.8773
106,2024-08-27,237,4106.963846,5152.099508,686916.89,816823.9768
106,2024-08-28,238,4106.963846,5152.099508,691023.8538,821976.0763
106,2024-08-29,239,4106.963846,5152.099508,695130.8177,827128.1758
106,2024-08-30,240,4106.963846,5152.099508,699237.7815,832280.2753
106,2024-08-31,241,0,0,699237.7815,832280.2753
106,2024-09-01,242,0,0,699237.7815,832280.2753
106,2024-09-02,243,4106.963846,5152.099508,703344.7454,837432.3748
106,2024-09-03,244,4106.963846,5152.099508,707451.7092,842584.4743
106,2024-09-04,245,4106.963846,5152.099508,711558.6731,847736.5738
106,2024-09-05,246,4106.963846,5152.099508,715665.6369,852888.6734
106,2024-09-06,247,4106.963846,5152.099508,719772.6008,858040.7729
106,2024-09-07,248,0,0,719772.6008,858040.7729
106,2024-09-08,249,0,0,719772.6008,858040.7729
106,2024-09-09,250,4106.963846,5152.099508,723879.5646,863192.8724
106,2024-09-10,251,4106.963846,5152.099508,727986.5285,868344.9719
106,2024-09-11,252,4106.963846,5152.099508,732093.4923,873497.0714
106,2024-09-12,253,4106.963846,5152.099508,736200.4562,878649.1709
106,2024-09-13,254,4106.963846,5152.099508,740307.42,883801.2704
106,2024-09-14,255,0,0,740307.42,883801.2704
106,2024-09-15,256,0,0,740307.42,883801.2704
106,2024-09-16,257,4106.963846,5152.099508,744414.3838,888953.3699
106,2024-09-17,258,4106.963846,5152.099508,748521.3477,894105.4694
106,2024-09-18,259,4106.963846,5152.099508,752628.3115,899257.5689
106,2024-09-19,260,4106.963846,5152.099508,756735.2754,904409.6684
106,2024-09-20,261,4106.963846,5152.099508,760842.2392,909561.7679
106,2024-09-21,262,0,0,760842.2392,909561.7679
106,2024-09-22,263,0,0,760842.2392,909561.7679
106,2024-09-23,264,4106.963846,5152.099508,764949.2031,914713.8674
106,2024-09-24,265,4106.963846,5152.099508,769056.1669,919865.967
106,2024-09-25,266,4106.963846,5152.099508,773163.1308,925018.0665
106,2024-09-26,267,4106.963846,5152.099508,777270.0946,930170.166
106,2024-09-27,268,4106.963846,5152.099508,781377.0585,935322.2655
106,2024-09-28,269,0,0,781377.0585,935322.2655
106,2024-09-29,270,0,0,781377.0585,935322.2655
106,2024-09-30,271,4106.963846,5152.099508,785484.0223,940474.365
106,2024-10-01,272,4106.963846,5152.099508,789590.9862,945626.4645
106,2024-10-02,273,4106.963846,5152.099508,793697.95,950778.564
106,2024-10-03,274,4106.963846,5152.099508,797804.9138,955930.6635
106,2024-10-04,275,4106.963846,5152.099508,801911.8777,961082.763
106,2024-10-05,276,0,0,801911.8777,961082.763
106,2024-10-06,277,0,0,801911.8777,961082.763
106,2024-10-07,278,4106.963846,5152.099508,806018.8415,966234.8625
106,2024-10-08,279,4106.963846,5152.099508,810125.8054,971386.962
106,2024-10-09,280,4106.963846,5152.099508,814232.7692,976539.0615
106,2024-10-10,281,4106.963846,5152.099508,818339.7331,981691.161
106,2024-10-11,282,4106.963846,5152.099508,822446.6969,986843.2606
106,2024-10-12,283,0,0,822446.6969,986843.2606
106,2024-10-13,284,0,0,822446.6969,986843.2606
106,2024-10-14,285,424.9638462,475.9595077,822871.6608,987319.2201
106,2024-10-15,286,424.9638462,475.9595077,823296.6246,987795.1796
106,2024-10-16,287,424.9638462,475.9595077,823721.5885,988271.1391
106,2024-10-17,288,424.9638462,475.9595077,824146.5523,988747.0986
106,2024-10-18,289,424.9638462,475.9595077,824571.5162,989223.0581
106,2024-10-19,290,0,0,824571.5162,989223.0581
106,2024-10-20,291,0,0,824571.5162,989223.0581
106,2024-10-21,292,424.9638462,475.9595077,824996.48,989699.0176
107,2024-02-18,1,0,0,0,0
107,2024-02-19,2,269.3674359,315.1599,269.3674359,315.1599
107,2024-02-20,3,269.3674359,315.1599,538.7348718,630.3198
107,2024-02-21,4,269.3674359,315.1599,808.1023077,945.4797
107,2024-02-22,5,269.3674359,315.1599,1077.469744,1260.6396
107,2024-02-23,6,1630.556625,1826.0799,2708.026369,3086.7195
107,2024-02-24,7,0,0,2708.026369,3086.7195
107,2024-02-25,8,0,0,2708.026369,3086.7195
107,2024-02-26,9,1630.556625,1826.0799,4338.582994,4912.7994
107,2024-02-27,10,1630.556625,1826.0799,5969.139619,6738.8793
107,2024-02-28,11,1630.556625,1826.0799,7599.696244,8564.9592
107,2024-02-29,12,1630.556625,1826.0799,9230.252869,10391.0391
107,2024-03-01,13,1630.556625,1826.0799,10860.80949,12217.119
107,2024-03-02,14,0,0,10860.80949,12217.119
107,2024-03-03,15,0,0,10860.80949,12217.119
107,2024-03-04,16,1630.556625,1826.0799,12491.36612,14043.1989
107,2024-03-05,17,1630.556625,1826.0799,14121.92274,15869.2788
107,2024-03-06,18,1630.556625,1826.0799,15752.47937,17695.3587
107,2024-03-07,19,1630.556625,1826.0799,17383.03599,19521.4386
107,2024-03-08,20,1630.556625,1826.0799,19013.59262,21347.5185
107,2024-03-09,21,0,0,19013.59262,21347.5185
107,2024-03-10,22,0,0,19013.59262,21347.5185
107,2024-03-11,23,1630.556625,1826.0799,20644.14924,23173.5984
107,2024-03-12,24,1630.556625,1826.0799,22274.70587,24999.6783
107,2024-03-13,25,1630.556625,1826.0799,23905.26249,26825.7582
107,2024-03-14,26,1630.556625,1826.0799,25535.81912,28651.8381
107,2024-03-15,27,1630.556625,1826.0799,27166.37574,30477.918
107,2024-03-16,28,0,0,27166.37574,30477.918
107,2024-03-17,29,0,0,27166.37574,30477.918
107,2024-03-18,30,1630.556625,1826.0799,28796.93237,32303.9979
107,2024-03-19,31,1630.556625,1826.0799,30427.489,34130.0778
107,2024-03-20,32,1630.556625,1826.0799,32058.04562,35956.1577
107,2024-03-21,33,1630.556625,1826.0799,33688.60225,37782.2376
107,2024-03-22,34,1630.556625,1826.0799,35319.15887,39608.3175
107,2024-03-23,35,0,0,35319.15887,39608.3175
107,2024-03-24,36,0,0,35319.15887,39608.3175
107,2024-03-25,37,1630.556625,1826.0799,36949.7155,41434.3974
107,2024-03-26,38,1630.556625,1826.0799,38580.27212,43260.4773
107,2024-03-27,39,1630.556625,1826.0799,40210.82875,45086.5572
107,2024-03-28,40,1630.556625,1826.0799,41841.38537,46912.6371
107,2024-03-29,41,1630.556625,1826.0799,43471.942,48738.717
107,2024-03-30,42,0,0,43471.942,48738.717
107,2024-03-31,43,0,0,43471.942,48738.717
107,2024-04-01,44,1630.556625,1826.0799,45102.49862,50564.7969
107,2024-04-02,45,1630.556625,1826.0799,46733.05525,52390.8768
107,2024-04-03,46,1630.556625,1826.0799,48363.61187,54216.9567
107,2024-04-04,47,1630.556625,1826.0799,49994.1685,56043.0366
107,2024-04-05,48,1630.556625,1826.0799,51624.72512,57869.1165
107,2024-04-06,49,0,0,51624.72512,57869.1165
107,2024-04-07,50,0,0,51624.72512,57869.1165
107,2024-04-08,51,1630.556625,1826.0799,53255.28175,59695.1964
107,2024-04-09,52,1630.556625,1826.0799,54885.83837,61521.2763
107,2024-04-10,53,1630.556625,1826.0799,56516.395,63347.3562
107,2024-04-11,54,1630.556625,1826.0799,58146.95162,65173.4361
107,2024-04-12,55,1630.556625,1826.0799,59777.50825,66999.516
107,2024-04-13,56,0,0,59777.50825,66999.516
107,2024-04-14,57,0,0,59777.50825,66999.516
107,2024-04-15,58,3728.76558,4176.07393,63506.27383,71175.58993
107,2024-04-16,59,2367.576391,2665.15393,65873.85022,73840.74386
107,2024-04-17,60,2367.576391,2665.15393,68241.42661,76505.89779
107,2024-04-18,61,2367.576391,2665.15393,70609.003,79171.05172
107,2024-04-19,62,2367.576391,2665.15393,72976.57939,81836.20565
107,2024-04-20,63,0,0,72976.57939,81836.20565
107,2024-04-21,64,0,0,72976.57939,81836.20565
107,2024-04-22,65,2367.576391,2665.15393,75344.15578,84501.35958
107,2024-04-23,66,2367.576391,2665.15393,77711.73217,87166.51351
107,2024-04-24,67,2367.576391,2665.15393,80079.30856,89831.66744
107,2024-04-25,68,2367.576391,2665.15393,82446.88496,92496.82137
107,2024-04-26,69,2367.576391,2665.15393,84814.46135,95161.9753
107,2024-04-27,70,0,0,84814.46135,95161.9753
107,2024-04-28,71,0,0,84814.46135,95161.9753
107,2024-04-29,72,2367.576391,2665.15393,87182.03774,97827.12923
107,2024-04-30,73,2367.576391,2665.15393,89549.61413,100492.2832
107,2024-05-01,74,2367.576391,2665.15393,91917.19052,103157.4371
107,2024-05-02,75,2367.576391,2665.15393,94284.76691,105822.591
107,2024-05-03,76,2367.576391,2665.15393,96652.3433,108487.7449
107,2024-05-04,77,0,0,96652.3433,108487.7449
107,2024-05-05,78,0,0,96652.3433,108487.7449
107,2024-05-06,79,2367.576391,2665.15393,99019.91969,111152.8989
107,2024-05-07,80,2367.576391,2665.15393,101387.4961,113818.0528
107,2024-05-08,81,2367.576391,2665.15393,103755.0725,116483.2067
107,2024-05-09,82,2367.576391,2665.15393,106122.6489,119148.3607
107,2024-05-10,83,2367.576391,2665.15393,108490.2253,121813.5146
107,2024-05-11,84,0,0,108490.2253,121813.5146
107,2024-05-12,85,0,0,108490.2253,121813.5146
107,2024-05-13,86,2367.576391,2665.15393,110857.8016,124478.6685
107,2024-05-14,87,2367.576391,2665.15393,113225.378,127143.8225
107,2024-05-15,88,2367.576391,2665.15393,115592.9544,129808.9764
107,2024-05-16,89,2367.576391,2665.15393,117960.5308,132474.1303
107,2024-05-17,90,2367.576391,2665.15393,120328.1072,135139.2842
107,2024-05-18,91,0,0,120328.1072,135139.2842
107,2024-05-19,92,0,0,120328.1072,135139.2842
107,2024-05-20,93,2367.576391,2665.15393,122695.6836,137804.4382
107,2024-05-21,94,2367.576391,2665.15393,125063.26,140469.5921
107,2024-05-22,95,2367.576391,2665.15393,127430.8364,143134.746
107,2024-05-23,96,2367.576391,2665.15393,129798.4128,145799.9
107,2024-05-24,97,2367.576391,2665.15393,132165.9892,148465.0539
107,2024-05-25,98,0,0,132165.9892,148465.0539
107,2024-05-26,99,0,0,132165.9892,148465.0539
107,2024-05-27,100,2367.576391,2665.15393,134533.5656,151130.2078
107,2024-05-28,101,2367.576391,2665.15393,136901.142,153795.3618
107,2024-05-29,102,2367.576391,2665.15393,139268.7183,156460.5157
107,2024-05-30,103,2367.576391,2665.15393,141636.2947,159125.6696
107,2024-05-31,104,2367.576391,2665.15393,144003.8711,161790.8235
107,2024-06-01,105,0,0,144003.8711,161790.8235
107,2024-06-02,106,0,0,144003.8711,161790.8235
107,2024-06-03,107,2367.576391,2665.15393,146371.4475,164455.9775
107,2024-06-04,108,2367.576391,2665.15393,148739.0239,167121.1314
107,2024-06-05,109,2367.576391,2665.15393,151106.6003,169786.2853
107,2024-06-06,110,2367.576391,2665.15393,153474.1767,172451.4393
107,2024-06-07,111,2367.576391,2665.15393,155841.7531,175116.5932
107,2024-06-08,112,0,0,155841.7531,175116.5932
107,2024-06-09,113,0,0,155841.7531,175116.5932
107,2024-06-10,114,2367.576391,2665.15393,158209.3295,177781.7471
107,2024-06-11,115,2367.576391,2665.15393,160576.9059,180446.9011
107,2024-06-12,116,2367.576391,2665.15393,162944.4823,183112.055
107,2024-06-13,117,2367.576391,2665.15393,165312.0586,185777.2089
107,2024-06-14,118,2367.576391,2665.15393,167679.635,188442.3628
107,2024-06-15,119,0,0,167679.635,188442.3628
107,2024-06-16,120,0,0,167679.635,188442.3628
107,2024-06-17,121,2367.576391,2665.15393,170047.2114,191107.5168
107,2024-06-18,122,2367.576391,2665.15393,172414.7878,193772.6707
107,2024-06-19,123,2367.576391,2665.15393,174782.3642,196437.8246
107,2024-06-20,124,2367.576391,2665.15393,177149.9406,199102.9786
107,2024-06-21,125,2367.576391,2665.15393,179517.517,201768.1325
107,2024-06-22,126,0,0,179517.517,201768.1325
107,2024-06-23,127,0,0,179517.517,201768.1325
107,2024-06-24,128,2367.576391,2665.15393,181885.0934,204433.2864
107,2024-06-25,129,2367.576391,2665.15393,184252.6698,207098.4404
107,2024-06-26,130,4795.176391,5602.54993,189047.8462,212700.9903
107,2024-06-27,131,4795.176391,5602.54993,193843.0226,218303.5402
107,2024-06-28,132,4795.176391,5602.54993,198638.1989,223906.0901
107,2024-06-29,133,0,0,198638.1989,223906.0901
107,2024-06-30,134,0,0,198638.1989,223906.0901
107,2024-07-01,135,4795.176391,5602.54993,203433.3753,229508.6401
107,2024-07-02,136,4795.176391,5602.54993,208228.5517,235111.19
